Date,City,Temp_Max,Temp_Min,Temp_Avg,Humidity,Rainfall_mm,Wind_Speed_kmh,Weather_Condition,Season
2018-10-16,Delhi,31.0,22.6,25.7,59.0,8.8,5.6,Rainy,Post-Monsoon
2018-10-16,Mumbai,37.4,27.6,32.5,89.3,1.4,14.5,Cloudy,Post-Monsoon
2018-10-16,Bangalore,32.4,22.7,27.6,70.2,1.5,17.6,Sunny,Post-Monsoon
2018-10-16,Chennai,34.6,25.9,30.3,79.6,0.2,10.4,Partly Cloudy,Post-Monsoon
2018-10-16,Kolkata,30.8,22.7,26.7,59.4,1.1,13.4,Partly Cloudy,Post-Monsoon
2018-10-17,Hyderabad,37.0,26.9,30.4,55.4,4.3,13.4,Sunny,Post-Monsoon
2018-10-17,Delhi,29.0,19.1,23.9,49.6,0.6,6.6,Clear,Post-Monsoon
2018-10-17,Mumbai,33.0,23.0,27.6,79.7,3.1,5.4,Partly Cloudy,Post-Monsoon
2018-10-17,Bangalore,32.8,22.8,27.3,52.7,0.0,13.7,Sunny,Post-Monsoon
2018-10-17,Chennai,37.9,27.6,32.8,64.7,0.8,16.1,Sunny,Post-Monsoon
2018-10-17,Kolkata,32.5,20.8,26.3,61.0,0.9,11.3,Partly Cloudy,Post-Monsoon
2018-10-18,Hyderabad,31.4,22.6,27.3,40.9,10.3,16.1,Rainy,Post-Monsoon
2018-10-18,Delhi,32.9,21.3,26.0,30.2,3.0,9.0,Sunny,Post-Monsoon
2018-10-18,Mumbai,39.1,28.5,32.7,82.8,3.3,17.7,Cloudy,Post-Monsoon
2018-10-18,Bangalore,29.4,19.1,22.6,69.3,1.3,9.8,Clear,Post-Monsoon
2018-10-18,Chennai,39.1,28.3,33.8,71.3,2.1,7.5,Hot,Post-Monsoon
2018-10-18,Kolkata,31.1,21.4,26.4,77.3,0.4,13.9,Clear,Post-Monsoon
2018-10-19,Hyderabad,35.6,28.5,31.8,42.5,0.2,10.8,Partly Cloudy,Post-Monsoon
2018-10-19,Delhi,34.0,24.5,27.5,34.7,0.3,15.9,Clear,Post-Monsoon
2018-10-19,Mumbai,38.3,28.8,32.0,69.9,7.5,5.1,Rainy,Post-Monsoon
2018-10-19,Bangalore,33.3,22.7,27.3,51.9,6.9,11.7,Rainy,Post-Monsoon
2018-10-19,Chennai,33.8,24.8,30.0,80.5,0.0,12.5,Cloudy,Post-Monsoon
2018-10-19,Kolkata,34.5,24.5,29.1,62.9,1.6,17.6,Sunny,Post-Monsoon
2018-10-20,Hyderabad,35.5,25.4,28.5,47.0,0.9,13.6,Sunny,Post-Monsoon
2018-10-20,Delhi,34.2,24.6,27.9,41.6,4.5,7.4,Sunny,Post-Monsoon
2018-10-20,Mumbai,31.3,22.3,27.2,66.1,4.1,13.3,Sunny,Post-Monsoon
2018-10-20,Bangalore,31.9,21.2,26.0,55.4,4.4,16.7,Partly Cloudy,Post-Monsoon
2018-10-20,Chennai,38.0,28.4,33.9,56.8,2.5,15.6,Partly Cloudy,Post-Monsoon
2018-10-20,Kolkata,38.0,27.8,31.7,82.5,0.6,10.8,Cloudy,Post-Monsoon
2018-10-21,Hyderabad,38.3,28.6,31.7,56.9,0.6,6.8,Hot,Post-Monsoon
2018-10-21,Delhi,29.7,19.0,23.2,51.7,1.3,10.6,Clear,Post-Monsoon
2018-10-21,Mumbai,34.6,24.7,28.7,73.4,6.1,14.5,Rainy,Post-Monsoon
2018-10-21,Bangalore,31.3,18.8,24.8,72.3,2.7,13.1,Partly Cloudy,Post-Monsoon
2018-10-21,Chennai,37.0,27.7,33.3,79.3,2.2,6.3,Sunny,Post-Monsoon
2018-10-21,Kolkata,31.1,22.8,26.6,80.8,1.8,6.6,Cloudy,Post-Monsoon
2018-10-22,Hyderabad,36.3,24.9,29.3,59.2,9.0,6.5,Rainy,Post-Monsoon
2018-10-22,Delhi,30.4,19.8,24.6,42.1,10.1,9.9,Rainy,Post-Monsoon
2018-10-22,Mumbai,31.7,23.8,27.4,87.9,2.7,12.7,Cloudy,Post-Monsoon
2018-10-22,Bangalore,33.0,23.1,27.4,55.3,1.9,17.1,Partly Cloudy,Post-Monsoon
2018-10-22,Chennai,38.3,28.3,33.4,55.7,2.2,9.7,Hot,Post-Monsoon
2018-10-22,Kolkata,34.8,23.8,28.7,69.1,0.5,9.4,Partly Cloudy,Post-Monsoon
2018-10-23,Hyderabad,33.1,24.5,30.0,66.7,10.6,16.4,Rainy,Post-Monsoon
2018-10-23,Delhi,35.6,24.7,28.7,41.7,1.1,8.1,Sunny,Post-Monsoon
2018-10-23,Mumbai,36.1,28.5,32.2,74.9,1.4,11.5,Clear,Post-Monsoon
2018-10-23,Bangalore,26.2,18.1,23.1,74.5,0.5,15.2,Clear,Post-Monsoon
2018-10-23,Chennai,37.4,27.8,32.3,71.5,0.9,10.2,Clear,Post-Monsoon
2018-10-23,Kolkata,35.4,25.6,31.0,65.1,7.9,15.4,Rainy,Post-Monsoon
2018-10-24,Hyderabad,33.0,23.3,29.2,64.0,6.3,17.5,Rainy,Post-Monsoon
2018-10-24,Delhi,31.7,21.8,27.5,39.8,3.0,17.6,Clear,Post-Monsoon
2018-10-24,Mumbai,33.8,21.6,27.1,77.3,3.9,6.4,Sunny,Post-Monsoon
2018-10-24,Bangalore,29.6,19.9,24.8,58.0,6.5,8.9,Rainy,Post-Monsoon
2018-10-24,Chennai,36.1,27.6,31.6,58.4,0.4,15.7,Partly Cloudy,Post-Monsoon
2018-10-24,Kolkata,31.7,22.4,26.0,76.2,2.5,7.0,Partly Cloudy,Post-Monsoon
2018-10-25,Hyderabad,34.0,26.2,29.3,50.5,0.6,8.8,Clear,Post-Monsoon
2018-10-25,Delhi,31.0,21.1,25.8,50.9,0.5,5.1,Clear,Post-Monsoon
2018-10-25,Mumbai,32.9,23.9,29.9,73.0,3.6,5.7,Partly Cloudy,Post-Monsoon
2018-10-25,Bangalore,30.4,23.2,26.3,58.6,0.5,15.2,Sunny,Post-Monsoon
2018-10-25,Chennai,34.9,25.0,28.6,78.2,1.8,6.3,Partly Cloudy,Post-Monsoon
2018-10-25,Kolkata,36.2,24.5,29.9,60.8,0.4,17.6,Clear,Post-Monsoon
2018-10-26,Hyderabad,36.4,24.6,29.6,65.0,1.4,16.8,Partly Cloudy,Post-Monsoon
2018-10-26,Delhi,31.9,23.7,28.8,33.6,2.0,5.4,Clear,Post-Monsoon
2018-10-26,Mumbai,36.1,24.6,29.6,73.0,4.5,8.2,Sunny,Post-Monsoon
2018-10-26,Bangalore,33.3,23.8,27.8,69.8,0.4,8.1,Partly Cloudy,Post-Monsoon
2018-10-26,Chennai,36.1,26.8,30.6,65.3,1.3,6.1,Clear,Post-Monsoon
2018-10-26,Kolkata,34.8,28.3,31.6,67.9,3.3,12.9,Partly Cloudy,Post-Monsoon
2018-10-27,Hyderabad,35.2,25.8,29.3,57.6,0.5,12.0,Sunny,Post-Monsoon
2018-10-27,Delhi,27.2,18.3,23.6,60.0,3.8,15.6,Partly Cloudy,Post-Monsoon
2018-10-27,Mumbai,39.1,27.3,32.2,68.7,5.4,13.3,Rainy,Post-Monsoon
2018-10-27,Bangalore,28.7,18.9,23.3,62.7,4.6,9.2,Sunny,Post-Monsoon
2018-10-27,Chennai,37.3,26.8,32.3,80.4,2.5,16.5,Cloudy,Post-Monsoon
2018-10-27,Kolkata,31.5,22.5,26.4,72.2,17.0,12.9,Rainy,Post-Monsoon
2018-10-28,Hyderabad,35.9,27.9,31.4,55.1,1.1,12.4,Sunny,Post-Monsoon
2018-10-28,Delhi,28.7,18.5,23.2,46.1,8.4,13.7,Rainy,Post-Monsoon
2018-10-28,Mumbai,32.6,23.2,27.2,81.8,1.1,6.2,Cloudy,Post-Monsoon
2018-10-28,Bangalore,29.1,20.7,24.7,59.0,1.5,11.7,Partly Cloudy,Post-Monsoon
2018-10-28,Chennai,38.7,28.3,34.0,64.6,0.1,11.4,Hot,Post-Monsoon
2018-10-28,Kolkata,31.5,22.7,28.3,73.8,2.6,8.9,Clear,Post-Monsoon
2018-10-29,Hyderabad,30.9,20.6,26.6,66.2,2.0,18.0,Partly Cloudy,Post-Monsoon
2018-10-29,Delhi,28.9,21.1,24.3,39.3,1.7,9.7,Clear,Post-Monsoon
2018-10-29,Mumbai,35.0,26.5,29.6,70.1,0.5,15.0,Clear,Post-Monsoon
2018-10-29,Bangalore,31.6,22.5,26.0,45.6,1.0,15.1,Partly Cloudy,Post-Monsoon
2018-10-29,Chennai,38.4,28.4,33.2,65.1,0.5,6.8,Hot,Post-Monsoon
2018-10-29,Kolkata,33.4,21.6,26.8,66.3,1.9,5.1,Sunny,Post-Monsoon
2018-10-30,Hyderabad,32.8,25.1,29.5,45.5,0.1,16.0,Clear,Post-Monsoon
2018-10-30,Delhi,34.5,24.0,28.3,33.3,4.9,11.8,Clear,Post-Monsoon
2018-10-30,Mumbai,34.5,25.8,30.7,88.3,0.9,14.7,Cloudy,Post-Monsoon
2018-10-30,Bangalore,31.6,20.6,26.3,73.2,1.2,7.4,Partly Cloudy,Post-Monsoon
2018-10-30,Chennai,38.0,29.7,33.7,68.2,1.1,15.1,Hot,Post-Monsoon
2018-10-30,Kolkata,30.4,23.2,26.8,75.9,0.8,13.2,Sunny,Post-Monsoon
2018-10-31,Hyderabad,34.1,24.7,29.3,46.7,0.1,5.9,Partly Cloudy,Post-Monsoon
2018-10-31,Delhi,30.3,21.1,25.4,32.1,4.0,6.8,Clear,Post-Monsoon
2018-10-31,Mumbai,38.4,28.5,32.9,81.4,5.3,10.0,Rainy,Post-Monsoon
2018-10-31,Bangalore,30.4,20.1,23.7,52.7,1.1,7.3,Sunny,Post-Monsoon
2018-10-31,Chennai,37.3,27.8,31.1,59.5,2.6,8.8,Sunny,Post-Monsoon
2018-10-31,Kolkata,30.5,21.5,26.4,85.5,4.3,9.9,Cloudy,Post-Monsoon
2018-11-01,Hyderabad,32.6,24.3,29.1,67.0,4.2,13.7,Sunny,Post-Monsoon
2018-11-01,Delhi,30.2,20.6,26.0,37.8,0.2,16.5,Partly Cloudy,Post-Monsoon
2018-11-01,Mumbai,36.0,26.5,30.3,69.6,0.1,10.6,Sunny,Post-Monsoon
2018-11-01,Bangalore,28.1,19.5,24.1,55.2,2.2,16.6,Clear,Post-Monsoon
2018-11-01,Chennai,36.7,24.5,30.4,63.8,5.4,16.1,Rainy,Post-Monsoon
2018-11-01,Kolkata,35.1,25.1,29.3,69.2,4.7,15.5,Partly Cloudy,Post-Monsoon
2018-11-02,Hyderabad,37.5,25.8,31.7,60.6,0.1,13.4,Partly Cloudy,Post-Monsoon
2018-11-02,Delhi,34.7,24.2,27.9,57.4,4.4,11.9,Sunny,Post-Monsoon
2018-11-02,Mumbai,34.2,24.5,29.3,70.6,2.9,16.1,Clear,Post-Monsoon
2018-11-02,Bangalore,32.1,20.2,25.4,60.1,7.8,11.2,Rainy,Post-Monsoon
2018-11-02,Chennai,35.9,23.8,28.9,62.5,0.9,10.6,Partly Cloudy,Post-Monsoon
2018-11-02,Kolkata,34.0,24.7,28.1,85.7,7.3,13.4,Rainy,Post-Monsoon
2018-11-03,Hyderabad,33.9,24.2,27.2,46.4,2.9,11.4,Partly Cloudy,Post-Monsoon
2018-11-03,Delhi,33.6,23.8,27.4,35.9,0.1,9.6,Partly Cloudy,Post-Monsoon
2018-11-03,Mumbai,39.5,28.3,32.9,72.8,1.7,9.2,Hot,Post-Monsoon
2018-11-03,Bangalore,34.0,22.5,27.1,62.6,2.4,10.6,Clear,Post-Monsoon
2018-11-03,Chennai,36.0,26.2,30.8,65.5,4.7,9.4,Partly Cloudy,Post-Monsoon
2018-11-03,Kolkata,34.0,22.1,27.4,64.6,0.6,16.3,Partly Cloudy,Post-Monsoon
2018-11-04,Hyderabad,32.3,22.3,27.8,54.6,0.7,6.5,Clear,Post-Monsoon
2018-11-04,Delhi,30.3,21.0,26.9,47.4,1.2,15.5,Partly Cloudy,Post-Monsoon
2018-11-04,Mumbai,32.1,25.5,28.9,65.4,3.9,6.5,Partly Cloudy,Post-Monsoon
2018-11-04,Bangalore,29.8,19.0,23.3,73.6,4.9,7.8,Sunny,Post-Monsoon
2018-11-04,Chennai,34.8,23.4,28.8,82.5,3.3,13.0,Cloudy,Post-Monsoon
2018-11-04,Kolkata,36.8,27.1,31.9,69.5,13.1,13.7,Rainy,Post-Monsoon
2018-11-05,Hyderabad,33.3,24.7,28.2,56.1,2.4,13.6,Clear,Post-Monsoon
2018-11-05,Delhi,32.8,23.3,29.0,35.0,0.1,10.8,Clear,Post-Monsoon
2018-11-05,Mumbai,31.1,24.2,27.9,87.3,3.0,15.4,Cloudy,Post-Monsoon
2018-11-05,Bangalore,32.5,23.8,27.1,72.6,3.9,13.6,Clear,Post-Monsoon
2018-11-05,Chennai,37.2,26.3,30.8,81.5,4.3,10.5,Cloudy,Post-Monsoon
2018-11-05,Kolkata,32.6,24.3,28.8,76.0,2.1,13.4,Partly Cloudy,Post-Monsoon
2018-11-06,Hyderabad,32.3,23.2,28.3,66.8,1.4,17.2,Partly Cloudy,Post-Monsoon
2018-11-06,Delhi,27.7,20.9,24.0,40.9,6.4,8.2,Rainy,Post-Monsoon
2018-11-06,Mumbai,36.6,27.8,31.1,89.4,4.1,14.6,Cloudy,Post-Monsoon
2018-11-06,Bangalore,27.3,20.4,23.6,71.7,7.5,11.6,Rainy,Post-Monsoon
2018-11-06,Chennai,38.1,27.9,31.6,55.9,0.4,13.4,Hot,Post-Monsoon
2018-11-06,Kolkata,33.8,26.8,30.7,57.2,2.1,10.1,Clear,Post-Monsoon
2018-11-07,Hyderabad,34.9,25.9,30.6,57.3,0.6,11.3,Partly Cloudy,Post-Monsoon
2018-11-07,Delhi,30.0,20.9,24.6,34.6,1.0,12.0,Sunny,Post-Monsoon
2018-11-07,Mumbai,32.0,22.3,27.2,67.1,1.0,6.1,Clear,Post-Monsoon
2018-11-07,Bangalore,30.5,23.1,26.7,58.9,1.9,8.0,Clear,Post-Monsoon
2018-11-07,Chennai,33.9,24.2,28.3,60.3,5.8,11.4,Rainy,Post-Monsoon
2018-11-07,Kolkata,31.5,23.3,27.4,84.4,0.8,16.9,Cloudy,Post-Monsoon
2018-11-08,Hyderabad,32.9,24.9,29.3,58.1,6.5,5.7,Rainy,Post-Monsoon
2018-11-08,Delhi,30.2,19.0,23.5,35.1,6.3,17.3,Rainy,Post-Monsoon
2018-11-08,Mumbai,33.2,25.7,30.1,75.8,1.9,12.8,Sunny,Post-Monsoon
2018-11-08,Bangalore,31.0,22.3,26.1,51.2,1.3,7.0,Clear,Post-Monsoon
2018-11-08,Chennai,34.6,26.8,31.6,78.5,3.3,9.3,Sunny,Post-Monsoon
2018-11-08,Kolkata,37.9,26.5,31.7,62.4,2.2,18.0,Clear,Post-Monsoon
2018-11-09,Hyderabad,33.9,27.4,30.8,59.1,0.1,9.4,Sunny,Post-Monsoon
2018-11-09,Delhi,29.5,20.2,25.0,40.5,2.5,9.7,Sunny,Post-Monsoon
2018-11-09,Mumbai,34.4,27.2,31.1,69.8,0.6,14.7,Clear,Post-Monsoon
2018-11-09,Bangalore,32.5,24.1,27.2,63.5,11.7,15.8,Rainy,Post-Monsoon
2018-11-09,Chennai,33.9,24.8,29.3,78.8,3.1,7.5,Partly Cloudy,Post-Monsoon
2018-11-09,Kolkata,36.7,26.2,31.1,67.9,1.7,6.0,Sunny,Post-Monsoon
2018-11-10,Hyderabad,33.9,25.9,29.9,52.2,3.7,6.9,Partly Cloudy,Post-Monsoon
2018-11-10,Delhi,32.8,21.5,26.8,50.1,0.0,8.1,Sunny,Post-Monsoon
2018-11-10,Mumbai,32.8,22.8,27.6,88.6,0.6,12.3,Cloudy,Post-Monsoon
2018-11-10,Bangalore,32.8,21.4,25.8,59.5,4.1,13.3,Clear,Post-Monsoon
2018-11-10,Chennai,39.7,27.5,32.7,80.0,1.4,15.0,Cloudy,Post-Monsoon
2018-11-10,Kolkata,35.7,25.7,30.7,80.6,1.7,17.2,Cloudy,Post-Monsoon
2018-11-11,Hyderabad,36.8,24.8,30.2,64.5,1.2,16.4,Sunny,Post-Monsoon
2018-11-11,Delhi,30.7,18.9,24.1,52.5,0.6,9.1,Partly Cloudy,Post-Monsoon
2018-11-11,Mumbai,33.9,24.2,27.5,79.3,2.0,9.0,Clear,Post-Monsoon
2018-11-11,Bangalore,29.6,20.9,25.5,67.8,6.9,11.7,Rainy,Post-Monsoon
2018-11-11,Chennai,35.4,24.4,29.7,75.1,0.4,5.9,Sunny,Post-Monsoon
2018-11-11,Kolkata,37.7,27.6,31.6,63.0,5.5,6.4,Rainy,Post-Monsoon
2018-11-12,Hyderabad,34.9,24.1,28.9,40.7,6.3,9.3,Rainy,Post-Monsoon
2018-11-12,Delhi,31.9,19.9,24.9,50.7,2.3,13.0,Clear,Post-Monsoon
2018-11-12,Mumbai,38.5,27.3,32.5,81.3,2.7,9.9,Cloudy,Post-Monsoon
2018-11-12,Bangalore,32.3,24.2,27.9,52.5,3.5,5.7,Clear,Post-Monsoon
2018-11-12,Chennai,35.2,26.6,30.8,72.8,6.4,16.3,Rainy,Post-Monsoon
2018-11-12,Kolkata,32.4,23.5,27.7,60.8,0.4,6.9,Sunny,Post-Monsoon
2018-11-13,Hyderabad,30.7,22.2,26.9,45.7,2.0,8.5,Partly Cloudy,Post-Monsoon
2018-11-13,Delhi,30.8,19.3,24.5,43.5,2.9,14.7,Sunny,Post-Monsoon
2018-11-13,Mumbai,35.4,28.8,32.4,69.8,1.7,13.1,Clear,Post-Monsoon
2018-11-13,Bangalore,27.6,19.2,23.8,67.1,6.7,16.2,Rainy,Post-Monsoon
2018-11-13,Chennai,36.2,28.1,32.1,69.8,1.5,16.6,Clear,Post-Monsoon
2018-11-13,Kolkata,33.2,23.3,27.1,65.4,5.2,15.7,Rainy,Post-Monsoon
2018-11-14,Hyderabad,34.0,24.4,27.4,67.1,12.1,10.6,Rainy,Post-Monsoon
2018-11-14,Delhi,35.6,24.2,28.7,33.9,0.4,7.5,Sunny,Post-Monsoon
2018-11-14,Mumbai,37.9,27.5,32.2,86.3,1.8,11.2,Cloudy,Post-Monsoon
2018-11-14,Bangalore,31.9,22.2,27.1,50.7,1.2,8.3,Partly Cloudy,Post-Monsoon
2018-11-14,Chennai,38.8,29.5,34.0,75.4,2.5,6.8,Hot,Post-Monsoon
2018-11-14,Kolkata,36.5,25.9,29.6,64.3,2.0,10.3,Partly Cloudy,Post-Monsoon
2018-11-15,Hyderabad,33.6,25.0,29.7,54.0,1.4,7.1,Sunny,Post-Monsoon
2018-11-15,Delhi,30.5,21.5,26.6,43.5,1.8,6.7,Partly Cloudy,Post-Monsoon
2018-11-15,Mumbai,33.6,25.2,29.2,84.3,1.7,17.2,Cloudy,Post-Monsoon
2018-11-15,Bangalore,30.7,21.0,25.2,71.5,2.4,13.5,Partly Cloudy,Post-Monsoon
2018-11-15,Chennai,33.2,23.3,28.1,59.9,3.8,6.5,Clear,Post-Monsoon
2018-11-15,Kolkata,34.4,24.7,28.8,83.2,8.5,17.3,Rainy,Post-Monsoon
2018-11-16,Hyderabad,32.1,22.2,26.7,60.2,3.9,14.7,Partly Cloudy,Post-Monsoon
2018-11-16,Delhi,28.4,19.2,23.3,33.8,0.3,12.1,Clear,Post-Monsoon
2018-11-16,Mumbai,37.7,26.5,31.1,78.0,1.7,11.8,Clear,Post-Monsoon
2018-11-16,Bangalore,30.1,17.9,23.8,74.5,2.9,13.0,Clear,Post-Monsoon
2018-11-16,Chennai,34.8,26.5,29.6,60.4,0.4,15.6,Clear,Post-Monsoon
2018-11-16,Kolkata,37.5,27.6,31.4,78.6,2.7,16.4,Partly Cloudy,Post-Monsoon
2018-11-17,Hyderabad,36.1,23.8,29.4,54.8,0.3,12.7,Partly Cloudy,Post-Monsoon
2018-11-17,Delhi,33.8,22.0,27.0,34.9,1.0,14.0,Partly Cloudy,Post-Monsoon
2018-11-17,Mumbai,34.4,25.5,30.7,72.6,0.2,9.6,Sunny,Post-Monsoon
2018-11-17,Bangalore,26.4,19.6,22.7,64.7,0.7,13.6,Sunny,Post-Monsoon
2018-11-17,Chennai,38.2,29.7,32.7,77.6,4.3,11.5,Hot,Post-Monsoon
2018-11-17,Kolkata,35.0,23.5,28.7,57.1,8.9,13.9,Rainy,Post-Monsoon
2018-11-18,Hyderabad,31.9,22.4,27.3,47.7,0.0,7.9,Clear,Post-Monsoon
2018-11-18,Delhi,31.5,22.7,26.7,50.7,2.7,11.4,Clear,Post-Monsoon
2018-11-18,Mumbai,38.5,28.1,32.6,80.2,2.0,9.8,Cloudy,Post-Monsoon
2018-11-18,Bangalore,28.2,18.7,22.4,46.8,0.6,13.9,Sunny,Post-Monsoon
2018-11-18,Chennai,35.7,24.1,29.1,80.4,7.9,12.8,Rainy,Post-Monsoon
2018-11-18,Kolkata,31.1,21.4,26.1,59.4,2.1,9.0,Sunny,Post-Monsoon
2018-11-19,Hyderabad,31.4,23.0,28.1,66.6,8.5,6.3,Rainy,Post-Monsoon
2018-11-19,Delhi,33.3,23.8,27.2,47.2,0.5,11.1,Clear,Post-Monsoon
2018-11-19,Mumbai,36.5,26.6,31.0,89.3,6.4,8.3,Rainy,Post-Monsoon
2018-11-19,Bangalore,32.3,23.3,27.7,49.2,0.7,16.0,Sunny,Post-Monsoon
2018-11-19,Chennai,35.3,24.3,29.7,58.3,0.8,16.9,Clear,Post-Monsoon
2018-11-19,Kolkata,35.0,26.4,30.1,73.6,1.7,16.7,Partly Cloudy,Post-Monsoon
2018-11-20,Hyderabad,35.6,26.7,30.1,44.3,1.9,12.6,Partly Cloudy,Post-Monsoon
2018-11-20,Delhi,32.9,23.4,28.0,42.5,4.5,14.9,Clear,Post-Monsoon
2018-11-20,Mumbai,34.4,23.3,27.5,62.9,0.1,9.1,Sunny,Post-Monsoon
2018-11-20,Bangalore,27.2,20.2,24.1,46.9,1.6,5.1,Partly Cloudy,Post-Monsoon
2018-11-20,Chennai,37.6,26.7,31.9,73.3,6.5,7.8,Rainy,Post-Monsoon
2018-11-20,Kolkata,30.6,22.2,26.4,75.4,6.1,17.8,Rainy,Post-Monsoon
2018-11-21,Hyderabad,38.0,28.2,31.4,47.2,0.9,16.0,Partly Cloudy,Post-Monsoon
2018-11-21,Delhi,33.7,21.9,26.9,30.3,0.1,10.6,Clear,Post-Monsoon
2018-11-21,Mumbai,31.2,23.4,28.0,67.9,0.1,15.2,Clear,Post-Monsoon
2018-11-21,Bangalore,29.9,21.9,25.8,63.5,1.0,8.2,Partly Cloudy,Post-Monsoon
2018-11-21,Chennai,34.4,26.8,30.5,68.4,0.6,14.9,Sunny,Post-Monsoon
2018-11-21,Kolkata,34.9,23.8,28.9,57.8,0.6,13.9,Partly Cloudy,Post-Monsoon
2018-11-22,Hyderabad,33.4,25.1,28.5,55.4,2.4,11.2,Partly Cloudy,Post-Monsoon
2018-11-22,Delhi,29.4,19.9,25.1,34.6,0.4,13.9,Partly Cloudy,Post-Monsoon
2018-11-22,Mumbai,36.8,28.6,32.8,65.1,8.1,13.6,Rainy,Post-Monsoon
2018-11-22,Bangalore,28.7,20.7,25.6,70.1,1.3,15.8,Sunny,Post-Monsoon
2018-11-22,Chennai,32.9,25.5,29.5,64.1,0.8,10.7,Clear,Post-Monsoon
2018-11-22,Kolkata,36.7,28.0,31.2,65.2,0.4,8.7,Partly Cloudy,Post-Monsoon
2018-11-23,Hyderabad,33.0,21.5,26.1,55.1,2.2,6.5,Partly Cloudy,Post-Monsoon
2018-11-23,Delhi,29.8,19.4,25.1,30.4,0.8,10.0,Partly Cloudy,Post-Monsoon
2018-11-23,Mumbai,34.9,26.3,31.0,60.3,3.9,14.7,Partly Cloudy,Post-Monsoon
2018-11-23,Bangalore,31.9,22.8,26.6,54.5,0.4,10.2,Partly Cloudy,Post-Monsoon
2018-11-23,Chennai,34.8,24.6,30.0,60.1,2.4,8.3,Partly Cloudy,Post-Monsoon
2018-11-23,Kolkata,33.2,22.2,27.0,79.6,0.7,12.5,Clear,Post-Monsoon
2018-11-24,Hyderabad,38.0,28.0,31.3,45.4,3.1,17.0,Clear,Post-Monsoon
2018-11-24,Delhi,34.7,23.4,28.6,30.7,5.7,11.2,Rainy,Post-Monsoon
2018-11-24,Mumbai,33.5,23.5,28.0,64.2,0.6,5.6,Partly Cloudy,Post-Monsoon
2018-11-24,Bangalore,28.0,18.0,22.0,51.7,4.4,9.9,Sunny,Post-Monsoon
2018-11-24,Chennai,34.9,25.0,29.4,70.9,3.6,10.4,Partly Cloudy,Post-Monsoon
2018-11-24,Kolkata,35.1,25.9,30.4,60.9,13.2,17.2,Rainy,Post-Monsoon
2018-11-25,Hyderabad,34.8,26.2,31.5,67.2,0.6,13.2,Clear,Post-Monsoon
2018-11-25,Delhi,33.5,25.5,28.9,38.5,0.0,8.0,Clear,Post-Monsoon
2018-11-25,Mumbai,34.1,24.9,28.9,64.3,0.3,16.5,Clear,Post-Monsoon
2018-11-25,Bangalore,28.4,21.4,25.4,68.4,4.7,12.7,Partly Cloudy,Post-Monsoon
2018-11-25,Chennai,38.3,27.2,32.7,62.0,1.4,15.3,Hot,Post-Monsoon
2018-11-25,Kolkata,32.9,22.9,27.0,67.3,2.5,11.5,Partly Cloudy,Post-Monsoon
2018-11-26,Hyderabad,37.5,24.8,30.5,56.3,0.7,16.1,Sunny,Post-Monsoon
2018-11-26,Delhi,33.0,20.3,26.2,38.8,2.5,8.1,Partly Cloudy,Post-Monsoon
2018-11-26,Mumbai,36.1,29.4,32.7,79.4,4.3,15.8,Clear,Post-Monsoon
2018-11-26,Bangalore,31.7,24.2,27.7,53.7,1.4,17.2,Sunny,Post-Monsoon
2018-11-26,Chennai,35.5,26.2,29.4,70.1,2.3,16.4,Sunny,Post-Monsoon
2018-11-26,Kolkata,36.0,26.5,29.5,70.9,2.3,13.3,Clear,Post-Monsoon
2018-11-27,Hyderabad,36.7,27.1,30.4,48.8,6.5,5.3,Rainy,Post-Monsoon
2018-11-27,Delhi,31.7,24.9,28.6,52.5,0.8,11.5,Partly Cloudy,Post-Monsoon
2018-11-27,Mumbai,36.4,28.4,32.7,75.1,3.1,17.1,Clear,Post-Monsoon
2018-11-27,Bangalore,29.5,20.5,25.4,55.3,6.6,16.5,Rainy,Post-Monsoon
2018-11-27,Chennai,33.9,26.0,29.1,60.4,0.7,6.7,Sunny,Post-Monsoon
2018-11-27,Kolkata,29.9,22.2,26.5,68.2,0.1,15.6,Clear,Post-Monsoon
2018-11-28,Hyderabad,34.1,26.5,30.2,46.9,1.5,11.1,Clear,Post-Monsoon
2018-11-28,Delhi,28.6,20.2,24.6,43.2,1.6,16.1,Sunny,Post-Monsoon
2018-11-28,Mumbai,35.2,25.2,30.0,64.0,0.6,10.7,Partly Cloudy,Post-Monsoon
2018-11-28,Bangalore,28.2,21.4,24.7,66.7,1.0,5.8,Sunny,Post-Monsoon
2018-11-28,Chennai,39.4,30.0,33.2,61.7,7.9,15.4,Rainy,Post-Monsoon
2018-11-28,Kolkata,30.8,22.5,27.0,84.7,4.1,6.9,Cloudy,Post-Monsoon
2018-11-29,Hyderabad,34.4,25.9,30.8,45.3,4.8,8.6,Sunny,Post-Monsoon
2018-11-29,Delhi,27.0,18.6,23.2,48.5,1.0,9.1,Partly Cloudy,Post-Monsoon
2018-11-29,Mumbai,32.5,25.3,28.9,63.9,1.1,16.0,Clear,Post-Monsoon
2018-11-29,Bangalore,29.3,20.8,24.3,46.5,2.8,10.1,Sunny,Post-Monsoon
2018-11-29,Chennai,34.7,26.5,31.5,81.9,4.4,17.7,Cloudy,Post-Monsoon
2018-11-29,Kolkata,29.6,22.1,26.0,77.7,2.3,6.5,Sunny,Post-Monsoon
